town_code,party_code,acronym,name,votes,seats
10213,4223,PIN-NAVA,PARTIDO INDEPENDIENTE DE NAVATRASIERRA,159,2
10213,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,49, 
10215,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,243,5
10215,4253,PP,PARTIDO POPULAR,105,2
10215,4797,SIEx,SOCIALISTAS INDEPENDIENTES DE EXTREMADURA,48, 
10216,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,643,5
10216,4253,PP,PARTIDO POPULAR,583,4
10217,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,272,4
10217,4253,PP,PARTIDO POPULAR,208,3
10218,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,493,5
10218,4253,PP,PARTIDO POPULAR,417,4
10219,4253,PP,PARTIDO POPULAR,498,5
10219,4319,PSOE,PARTIDO SOCIALISTA OBRERO ESPAÑOL,442,4
11001,4334,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,2038,10
11001,4252,P.P.,PARTIDO POPULAR,482,2
11001,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,406,1
11002,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,2001,7
11002,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1626,6
11002,4252,P.P.,PARTIDO POPULAR,24, 
11003,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,383,4
11003,4252,P.P.,PARTIDO POPULAR,367,3
11003,4100,PA,PARTIDO ANDALUCISTA,157,1
11003,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,106,1
11004,4252,P.P.,PARTIDO POPULAR,17675,14
11004,4327,P.S.O.E.- A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,8683,6
11004,0131,"AGRUPACIÓN DE ELECTORES ""ALGECIRAS, SÍ SE PUEDE""","AGRUPACIÓN DE ELECTORES ""ALGECIRAS, SÍ SE PUEDE""",4788,3
11004,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,2990,2
11004,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,2913,2
11004,4100,PA,PARTIDO ANDALUCISTA,1359, 
11004,0012,AC-ALG,ACCIÓN CIUDADANA ALGECIRAS,877, 
11004,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,427, 
11005,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1479,7
11005,4252,P.P.,PARTIDO POPULAR,677,3
11005,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,665,3
11006,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,6253,10
11006,4252,P.P.,PARTIDO POPULAR,4132,6
11006,0912,Ai-Pro,ALTERNATIVA INDEPENDIENTE - PROGRESISTAS,2706,4
11006,1036,en común,ARCOS EN COMÚN,1075,1
11006,4238,PARTIDO VEN-T,PARTIDO INDEPENDIENTE VEN-T,761, 
11006,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,643, 
11006,4097,P-A,PARTIDO ANDALUCISTA,160, 
11007,4099,P.A.,PARTIDO ANDALUCISTA,3628,8
11007,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,2037,5
11007,4252,P.P.,PARTIDO POPULAR,1848,4
11007,4849,SOMOS BARBATE,SOMOS BARBATE,1301,3
11007,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,779,1
11007,2521,G.D.Z.,GENTE DE ZAHARA,326, 
11007,4115,PBU,PARTIDO BARBATEÑO UNIDO,201, 
11007,0672,A.L.B.,AGRUPACION LIBRE BARBATEÑA,108, 
11007,3892,MASIBAR,mas Iniciativa Barbate,89, 
11008,4100,PA,PARTIDO ANDALUCISTA,3986,10
11008,4333,P.S.O.E.- A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,2424,6
11008,4252,P.P.,PARTIDO POPULAR,1438,3
11008,2944,P.I.BA.,INDEPENDIENTES BARREÑOS - 2000 (P.I.BA - 2000),772,1
11008,0271,"AGRUPACIÓN DE ELECTORES ""LOS BARRIOS SI SE PUEDE""","AGRUPACIÓN DE ELECTORES ""LOS BARRIOS SI SE PUEDE""",554,1
11008,4821,SCLB,SOLUCIÓN CIUDADANA LOS BARRIOS,491, 
11008,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,289, 
11008,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,255, 
11901,4334,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,1754,6
11901,4252,P.P.,PARTIDO POPULAR,1540,5
11901,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,644,2
11901,4100,PA,PARTIDO ANDALUCISTA,26, 
11009,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,221,4
11009,4252,P.P.,PARTIDO POPULAR,210,3
11009,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,22, 
11010,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1985,7
11010,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1357,4
11010,4252,P.P.,PARTIDO POPULAR,822,2
11011,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,621,6
11011,4252,P.P.,PARTIDO POPULAR,277,3
11011,2375,G,GANEMOS,138,1
11011,4100,PA,PARTIDO ANDALUCISTA,122,1
11011,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,75, 
11012,4252,P.P.,PARTIDO POPULAR,22004,10
11012,4558,POR CÁDIZ SI SE PUEDE,POR CÁDIZ SI SE PUEDE,18277,8
11012,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,11359,5
11012,2338,GANAR CADIZ EN COMUN,GANAR CADIZ EN COMUN: IZQUIERDA UNIDA-EQUO-CIUDADANOS POR CADIZ,5487,2
11012,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,4666,2
11012,4103,PACMA,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,1173, 
11012,4099,P.A.,PARTIDO ANDALUCISTA,907, 
11012,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,711, 
11012,5373,VOX,VOX,187, 
11013,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,800,5
11013,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,792,5
11013,4252,P.P.,PARTIDO POPULAR,240,1
11013,4268,PxL - Con las Manos Limpias,PARTIDO POR LA LIBERTAD - CON LAS MANOS LIMPIAS,24, 
11015,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,11078,11
11015,4252,P.P.,PARTIDO POPULAR,8003,8
11015,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,3357,3
11015,0288,P.C.S.S.P.,"AGRUPACIÓN DE ELECTORES ""POR CHICLANA SI SE PUEDE""",2976,2
11015,2404,GANEMOS,GANEMOS CHICLANA,1746,1
11015,1927,DIPA,DEFENSA DE LOS INTERESES DEL PUEBLO ANDALUZ,782, 
11015,4358,P.V.R.E.,PARTIDO VECINAL REGIONALISTA,582, 
11015,4098,P.A,PARTIDO ANDALUCISTA,497, 
11015,4933,SUMEMOS,SUMEMOS CHICLANA,268, 
11016,4252,P.P.,PARTIDO POPULAR,3534,8
11016,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,2649,5
11016,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1947,4
11016,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,379, 
11016,1410,CHIPIONA SÍ SE PUEDE,CHIPIONA SÍ SE PUEDE,362, 
11016,4099,P.A.,PARTIDO ANDALUCISTA,361, 
11014,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,4278,11
11014,4321,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2702,6
11014,4253,PP,PARTIDO POPULAR,1101,2
11014,4100,PA,PARTIDO ANDALUCISTA,1097,2
11017,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1476,7
11017,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,566,3
11017,4100,PA,PARTIDO ANDALUCISTA,354,1
11017,4252,P.P.,PARTIDO POPULAR,92, 
11018,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,579,5
11018,4252,P.P.,PARTIDO POPULAR,325,2
11018,4100,PA,PARTIDO ANDALUCISTA,259,2
11018,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,14, 
11019,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,741,6
11019,4252,P.P.,PARTIDO POPULAR,551,5
11019,4100,PA,PARTIDO ANDALUCISTA,81, 
11020,4252,P.P.,PARTIDO POPULAR,30761,11
11020,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,21820,7
11020,0204,G.J.,AGRUPACION DE ELECTORES GANEMOS JEREZ,14631,5
11020,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,8009,2
11020,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,6594,2
11020,2301,F.C.J.,FORO CIUDADANO DE JEREZ,2952, 
11020,4099,P.A.,PARTIDO ANDALUCISTA,1994, 
11020,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,1150, 
11020,3123,I.P.J,INICIATIVA PROGRESISTA JEREZANA,628, 
11020,4147,P.C.P.E.,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,215, 
11021,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1796,5
11021,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1288,4
11021,4252,P.P.,PARTIDO POPULAR,1253,3
11021,0034,(A),ADELANTE,402,1
11021,4765,SI SE PUEDE,Sí se puede Jimena de la Frontera,184, 
11022,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,7555,9
11022,3782,LL100X100,LA LINEA 100x100,6850,9
11022,4252,P.P.,PARTIDO POPULAR,4519,5
11022,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1420,1
11022,4100,PA,PARTIDO ANDALUCISTA,1170,1
11022,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,365, 
11023,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,3909,10
11023,4334,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,2603,6
11023,4252,P.P.,PARTIDO POPULAR,403,1
11023,4100,PA,PARTIDO ANDALUCISTA,187, 
11024,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1804,5
11024,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1803,5
11024,4252,P.P.,PARTIDO POPULAR,1039,3
11025,4334,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,1359,7
11025,4100,PA,PARTIDO ANDALUCISTA,917,4
11025,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,382,1
11025,4252,P.P.,PARTIDO POPULAR,379,1
11026,4252,P.P.,PARTIDO POPULAR,1253,5
11026,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1127,5
11026,4100,PA,PARTIDO ANDALUCISTA,531,2
11026,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,411,1
11026,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,191, 
11027,4252,P.P.,PARTIDO POPULAR,10882,9
11027,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,7082,6
11027,3833,LEVANTEMOS EL PUERTO,LEVANTEMOS EL PUERTO,5277,4
11027,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,3610,3
11027,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,3304,2
11027,4100,PA,PARTIDO ANDALUCISTA,2246,1
11027,4618,Qp,QUEREMOS PUERTO,960, 
11027,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,806, 
11028,4098,P.A,PARTIDO ANDALUCISTA,5197,7
11028,4775,SISEPUEDEPR,SI SE PUEDE PUERTO REAL,5075,7
11028,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,2880,3
11028,2052,EQUO,EQUO,2400,3
11028,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1217,1
11028,4252,P.P.,PARTIDO POPULAR,821, 
11028,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,362, 
11029,4326,P.S.O.E-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1459,6
11029,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1404,5
11029,4252,P.P.,PARTIDO POPULAR,488,2
11030,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,5109,10
11030,4252,P.P.,PARTIDO POPULAR,2336,4
11030,4676,R.R.U.U.,ROTEÑOS UNIDOS,2264,4
11030,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1367,2
11030,4778,SI SE PUEDE ROTA,SI SE PUEDE ROTA,990,1
11030,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,457, 
11030,3049,I.I.C.R.,INICIATIVA CIUDADANA ROTEÑA,328, 
11031,4334,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCÍA,11872,8
11031,4252,P.P.,PARTIDO POPULAR,9245,7
11031,4779,SI SE PUEDE SAN FERNANDO,SI SE PUEDE SAN FERNANDO,5759,4
11031,4100,PA,PARTIDO ANDALUCISTA,4952,3
11031,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,4278,3
11031,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1873, 
11031,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,650, 
11031,5373,VOX,VOX,452, 
11031,4491,PLATAFORMA 3R,PLATAFORMA 3R,281, 
11902,4337,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA (PSOE-A),1019,5
11902,4252,P.P.,PARTIDO POPULAR,941,5
11902,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,192,1
11902,5174,UVA,UNION VALLENSE,175, 
11033,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,5194,11
11033,4252,P.P.,PARTIDO POPULAR,3059,6
11033,4694,SAN ROQUE SI SE PUEDE,SAN ROQUE SI SE PUEDE,941,2
11033,4100,PA,PARTIDO ANDALUCISTA,811,1
11033,4227,P.I.V.G.,PARTIDO INDEPENDIENTE DE VALLE DEL GUADIARO,645,1
11033,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,455, 
11033,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,416, 
11033,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,374, 
11032,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,7353,9
11032,4252,P.P.,PARTIDO POPULAR,4600,6
11032,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,3743,4
11032,4567,POR SANLÚCAR SÍ SE PUEDE,POR SANLÚCAR SÍ SE PUEDE,3023,3
11032,1456,C's,CIUDADANOS-PARTIDO DE LA CIUDADANIA,2830,3
11032,4099,P.A.,PARTIDO ANDALUCISTA,1010, 
11034,4100,PA,PARTIDO ANDALUCISTA,1048,6
11034,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,847,5
11034,4252,P.P.,PARTIDO POPULAR,47, 
11035,4252,P.P.,PARTIDO POPULAR,3736,8
11035,4327,P.S.O.E.- A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,3023,6
11035,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1253,2
11035,4099,P.A.,PARTIDO ANDALUCISTA,867,1
11035,2050,EQUO,EQUO,115, 
11035,4274,P.P.Cr,PARTIDO POSITIVISTA CRISTIANO,30, 
11036,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,279,4
11036,4252,P.P.,PARTIDO POPULAR,190,2
11036,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,111,1
11037,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,1990,7
11037,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1369,5
11037,4575,POR TREBUJENA SI SE PUEDE,POR TREBUJENA SI SE PUEDE,460,1
11037,4099,P.A.,PARTIDO ANDALUCISTA,203, 
11037,4252,P.P.,PARTIDO POPULAR,199, 
11038,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,4176,9
11038,4252,P.P.,PARTIDO POPULAR,2753,5
11038,4100,PA,PARTIDO ANDALUCISTA,1223,2
11038,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,522,1
11038,0523,AICU,AGRUPACION INDEPENDIENTE DE CIUDADANOS DE UBRIQUE,441, 
11039,4252,P.P.,PARTIDO POPULAR,3677,10
11039,4321,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2276,6
11039,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,492,1
11039,4098,P.A,PARTIDO ANDALUCISTA,98, 
11040,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,232,5
11040,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,57,1
11040,4252,P.P.,PARTIDO POPULAR,43,1
11041,4100,PA,PARTIDO ANDALUCISTA,3574,10
11041,4328,P.S.O.E.-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,1800,5
11041,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,542,1
11041,4252,P.P.,PARTIDO POPULAR,440,1
11041,5068,UNID@S POR VILLAMARTIN,UNID@S POR VILLAMARTIN,168, 
11041,2376,GANEMOS,GANEMOS,95, 
11042,4330,PSOE-A,PARTIDO SOCIALISTA OBRERO ESPAÑOL DE ANDALUCIA,522,6
11042,4098,P.A,PARTIDO ANDALUCISTA,253,2
11042,4252,P.P.,PARTIDO POPULAR,113,1
11042,3465,IULV-CA,IZQUIERDA UNIDA LOS VERDES-CONVOCATORIA POR ANDALUCIA,17, 
39001,4252,P.P.,PARTIDO POPULAR,871,6
39001,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,349,2
39001,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,296,2
39001,4273,PxL - Con las Manos Limpias,PARTIDO POR LA LIBERTAD CON LAS MANOS LIMPIAS,173,1
39002,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,918,5
39002,4252,P.P.,PARTIDO POPULAR,802,4
39002,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,334,1
39002,0902,AES,ALTERNATIVA ESPAÑOLA,222,1
39002,0992,AEC,AMPUERO EN COMÚN,79, 
39002,3200,I.U.,IZQUIERDA UNIDA,67, 
39003,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,132,4
39003,4252,P.P.,PARTIDO POPULAR,76,2
39003,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,29,1
39003,2439,IU-GANEMOS,GANEMOS JUNTOS ANIEVAS,17, 
39004,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,716,5
39004,4252,P.P.,PARTIDO POPULAR,408,3
39004,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,145,1
39005,4252,P.P.,PARTIDO POPULAR,643,6
39005,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,292,2
39005,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,125,1
39006,4252,P.P.,PARTIDO POPULAR,1002,8
39006,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,226,2
39006,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,114,1
39007,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,219,5
39007,4252,P.P.,PARTIDO POPULAR,80,1
39007,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,61,1
39008,4252,P.P.,PARTIDO POPULAR,3184,6
39008,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,2284,5
39008,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2277,4
39008,3200,I.U.,IZQUIERDA UNIDA,1187,2
39008,5163,UPyD,UNIÓN PROGRESO Y DEMOCRACIA,304, 
39009,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,1205,6
39009,4252,P.P.,PARTIDO POPULAR,622,3
39009,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,386,2
39009,3200,I.U.,IZQUIERDA UNIDA,129, 
39010,4252,P.P.,PARTIDO POPULAR,198,3
39010,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,142,2
39010,0902,AES,ALTERNATIVA ESPAÑOLA,116,1
39010,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,93,1
39011,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,689,6
39011,4252,P.P.,PARTIDO POPULAR,494,4
39011,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,173,1
39012,4252,P.P.,PARTIDO POPULAR,1707,5
39012,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,868,2
39012,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,703,2
39012,3287,I.U.,IZQUIERDA UNIDA DE CANTABRIA,620,2
39012,1191,CABEZON PUEDE S.A.L.,CABEZON PUEDE S.A.L.,531,1
39012,3817,L a Cab,LEALES A CABEZÓN DE LA SAL,491,1
39013,4252,P.P.,PARTIDO POPULAR,260,4
39013,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,161,3
39013,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,35, 
39014,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,370,5
39014,4252,P.P.,PARTIDO POPULAR,255,3
39014,2441,IU-GANEMOS,GANEMOS JUNTOS CABUÉRNIGA,90,1
39015,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,404,5
39015,4252,P.P.,PARTIDO POPULAR,255,3
39015,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,82,1
39016,4252,P.P.,PARTIDO POPULAR,6683,10
39016,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,3847,5
39016,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,2473,3
39016,3200,I.U.,IZQUIERDA UNIDA,1286,2
39016,2393,GANEMOS,GANEMOS CAMARGO,999,1
39016,3808,LU,LA UNION,358, 
39016,1579,C X CAN,COMPROMISO POR CANTABRIA,211, 
39027,4252,P.P.,PARTIDO POPULAR,1427,8
39027,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,517,2
39027,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,322,1
39017,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,218,4
39017,4252,P.P.,PARTIDO POPULAR,162,3
39017,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,45, 
39018,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,1054,5
39018,4252,P.P.,PARTIDO POPULAR,649,3
39018,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,510,2
39018,1384,CARTES SI PUEDE,CARTES SI PUEDE,384,2
39018,3808,LU,LA UNION,240,1
39018,3200,I.U.,IZQUIERDA UNIDA,122, 
39018,0921,AMD,ALTERNATIVA MOTOR Y DEPORTES,36, 
39019,4252,P.P.,PARTIDO POPULAR,788,6
39019,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,383,3
39019,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,141,1
39019,1579,C X CAN,COMPROMISO POR CANTABRIA,135,1
39019,1385,CI,CASTAÑEDA IMPORTA,68, 
39019,3808,LU,LA UNION,56, 
39020,1395,CASTROVERDE,"CASTRO VERDE, ALTERNATIVA VERDE DE CASTRO URDIALES",4265,7
39020,4252,P.P.,PARTIDO POPULAR,2780,5
39020,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,2680,4
39020,4318,P.S.O.E.,PARTIDO SOCIALISTA OBRERO ESPAÑOL,2227,4
39020,3888,MásCASTRO-AAV,MAS CASTRO-ANEXIÓN A VIZCAYA,836,1
39020,0033,AxCastro,ACUERDO POR CASTRO,706, 
39020,3200,I.U.,IZQUIERDA UNIDA,362, 
39020,3808,LU,LA UNION,146, 
39021,4252,P.P.,PARTIDO POPULAR,195,4
39021,1579,C X CAN,COMPROMISO POR CANTABRIA,112,2
39021,4277,P.R.C.,PARTIDO REGIONALISTA DE CANTABRIA,88,1
